nr_empenho;nr_liquidac;dia;mes;ano;valor;operacao;historico;existe_contrato;nr_contrato_tce;nr_contrato;ano_contrato;existe_nf;nr_nf;serie_nf;tipo_contrato
0201900000152;00000000000000000122;22;1;2019;418,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000151;00000000000000000123;18;1;2019;418,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000150;00000000000000000124;18;1;2019;2.089,50;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000153;00000000000000000125;18;1;2019;209,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000257;00000000000000000126;16;1;2019;1.000,00;000000000000000000000000000000;"IMPOSTO DE RENDA SOBRE PREMIACAO CONCEDIDA PELO MUNICIPIO PELO TERMO DE FOMENTO    005/2018 COM A ACISAP, REF. NOTA DE EMPENHO 6811/2018.   20% SOBRE R$ 1.000,00 CFE  ART.  733  DO DECRETO 9580/2018 (RIR2018).";X;0;"                    ";0;X;0;"   ";X
0201900000102;00000000000000000059;14;1;2019;348,50;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795.701-8 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000103;00000000000000000060;14;1;2019;273,50;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795.124-4 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000104;00000000000000000061;14;1;2019;547,00;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796.105-8 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000105;00000000000000000062;14;1;2019;273,50;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795.741-7 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000106;00000000000000000063;14;1;2019;268,00;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796.210-0 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000107;00000000000000000064;14;1;2019;273,50;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795.795-6 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000108;00000000000000000065;14;1;2019;294,50;000000000000000000000000000000;"AUXILIO NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796.156-2 REF. EXERCICIO 2019. PARC. No /120.";N;0;"                    ";0;X;0;"   ";X
0201900000152;00000000000000000127;22;1;2019;209,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000154;00000000000000000128;22;1;2019;209,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000152;00000000000000000129;22;1;2019;1.393,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000151;00000000000000000130;22;1;2019;418,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000260;00000000000000000131;17;1;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A SANTA ROSA NO DIA 19.01.19 LEVAR PACIENTES PARA REALIZAR HEMODIaLISE CONF SD 40 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000261;00000000000000000132;17;1;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A IJUI NO DIA 17.01.19 LEVAR PACIENTES PARA REALIZAR HEMODIaLISE E CONSULTAS CONF SD 44 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000152;00000000000000000133;22;1;2019;696,50;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000194;00000000000000000134;28;1;2019;5.542,50;000000000000000000000000000000;"MATERIAL PARA MANUTENCAO DAS PONTES E PONTILHOES DAS LOCALIDADES INTERIORANAS DO MUNICIPIO CONF RD 14 EM ANEXO.  PROCESSO 007/18 EDITAL 005/18 PREGAO PRESENCIAL 03/18 SRP 002/18";N;0;"                    ";0;S;1544;"1  ";X
0201900000158;00000000000000000135;28;1;2019;6.203,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA FROTA DA MANUTENCAO DAS VIAS RURAIS CONF RD 02 EM ANEXO.  PROCESSO 108/18 EDITAL 55/18 PREGAO 48/18 SRP 19/18   1.360 LTS OLEO DIESEL COMUM X R$ 3,39";N;0;"                    ";0;S;7279;"11 ";X
0201900000157;00000000000000000136;28;1;2019;24.814,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA FROTA DA PATRULHA AGRICOLA CONF RD 01 EM ANEXO.  PROCESSO 108/18 EDITAL 55/18 PREGAO 48/18 SRP 19/18   3000 LTS OLEO DIESEL COMUM X R$ 3,39";N;0;"                    ";0;S;7274;"11 ";X
0201900000237;00000000000000000137;18;1;2019;418,00;000000000000000000000000000000;"1/2 DIARIA A ITACURUBI NO DIA 13.01.19 PARA A CONSELHEIRA TUTELAR BUSCAR ADOLESCENTE INTERNADO NA COMUNIDADE TERAPEUTICA DO SENHOR JESUS CONF SD 27 EM ANEXO.";N;0;"                    ";0;X;0;"   ";X
0201900000253;00000000000000000138;21;1;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A SANTO AUGUSTO NO DIA 16.01.18 LEVAR PACIENTES PARA REALIZAR CONSULTAS/EXAMES CONF SD 33 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000257;00000000000000000000;28;1;2019;1.000,00;000000000000000000000000000000;"LIQUIDACAO DEVERIA SER NO DIA DOS PAGAMENTOS, CORRIGIDO NESSA DATA.";X;0;"                    ";0;X;0;"   ";X
0201900000257;00000000000000000139;28;1;2019;1.000,00;000000000000000000000000000000;"IMPOSTO DE RENDA SOBRE PREMIACAO CONCEDIDA PELO MUNICIPIO PELO TERMO DE FOMENTO    005/2018 COM A ACISAP, REF. NOTA DE EMPENHO 6811/2018.   20% SOBRE R$ 1.000,00 CFE  ART.  733  DO DECRETO 9580/2018 (RIR2018).";N;0;"                    ";0;X;0;"   ";X
0201900000275;00000000000000000140;21;1;2019;600,00;000000000000000000000000000000;"RESSARCIMENTO DE COMBUSTIVEL REF. VIAGEM A PORTO ALEGRE PARA LEVAR PACIENTE A CONSULTA CONF MEM. 012 E CF No 28243 EM ANEXO.";N;0;"                    ";0;S;28243;"1  ";X
0201900000150;00000000000000000141;28;1;2019;836,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO NE 148.";X;0;"                    ";0;X;0;"   ";X
0201900000148;00000000000000000142;28;1;2019;209,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 03 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000291;00000000000000000143;23;1;2019;3.339,00;000000000000000000000000000000;"AUXILIO FUNERAL REF. OBITO DE SILVESTRE PAVLAK DE ACORDO COM ATA DO CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL CONF RD 04 E COMPROVANTES EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000294;00000000000000000144;24;1;2019;70,00;000000000000000000000000000000;"CONTRIBUICAO PATRONAL DE 20% SOBRE LIQUIDACAO DE SERVICOS PRESTADO POR MEI.  NE: 156  VALOR LIQUIDADO: R$ 70,00  DATA LIQUIDACAO: 23.01.19  MEI: JOSE CARLOS MULLER PIPPER  NIT: 207.6932.978-5  CNPJ: 26.945.211/0001-90";X;0;"                    ";0;X;0;"   ";X
0201900000302;00000000000000000145;25;1;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA NO DIA 25.01.19 A SANTA ROSA, SANTO ANGELO E ENTRE IJUIS PARA REUNIAO COM EQUIPE TECINA E VISITA AOS LARES DE ACOLHIMENTO CONF SD 58 E PEDIDO 03 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000303;00000000000000000146;25;1;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA NO DIA 25.01.19 A SANTA ROSA, SANTO ANGELO E ENTRE IJUIS PARA REUNIAO COM EQUIPE TECINA E VISITA AOS LARES DE ACOLHIMENTO CONF SD 59 E PEDIDO 04 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000172;00000000000000000147;29;1;2019;1.666,50;000000000000000000000000000000;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA MANUTENCAO DO PALACIO MUNICIPAL CONF RD 07 EM ANEXO.  PROCESSO 53/18 EDITAL 25/18 PREGAO 22/18 SRP 14/18";N;0;"                    ";0;S;822;"1  ";X
0201900000173;00000000000000000148;29;1;2019;675,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA MANUTENCAO DO PALACIO MUNICIPAL CONF RD 07 EM ANEXO NE 172.  PROCESSO 53/18 EDITAL 25/18 PREGAO 22/18 SRP 14/18";N;0;"                    ";0;S;823;"1  ";X
0201900000235;00000000000000000149;29;1;2019;65.000,00;000000000000000000000000000000;"TERMO DE FOMENTO PARA EXECUCAO DE PROJETO DE MANUTENCAO E REGULAR ATENDIMENTO AO  ENSINO GRATUITO AS PESSOAS COM NECESSIDADES ESPECIAIS, COM A FINALIDADE DE PREVENCAO,  ORIENTACAO, PRESTACAO DE SERVICO, APOIO A FAMILIA, DIRECIONADA A CONSTRUCAO DE UMA SOCIEDADE MAIS JUSTA E SOLIDARIA CONFORME RD 33 E TERMO DE FOMENTO 001/19 EM ANEXO.  PROCESSO 04/19 INEXIGIBILIDADE 01/19";S;1;"1                   ";2019;X;0;"   ";C
0201900000135;00000000000000000156;29;1;2019;308,50;000000000000000000000000000000;"LOCACAO DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS DE TRABALHO DA SECRETARIA DE OBRAS E VIACAO CONF CONTRATO No 002/2018.   PROCESSO 315/17 EDITAL 138/17 PROCESSO 315/17 PREGAO 125/17  VIGENCIA 11.01.19";S;2;"9                   ";2018;S;7086;"1  ";C
0201900000133;00000000000000000157;29;1;2019;315,00;000000000000000000000000000000;"LOCACAO DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS DE TRABALHO DO CENTRO DE URGENCIA E EMERGENCIA CONF CONTRATO No 002/2018.   PROCESSO 315/17 EDITAL 138/17 PROCESSO 315/17 PREGAO 125/17  VIGENCIA 11.01.19";S;2;"9                   ";2018;S;7086;"1  ";C
0201900000134;00000000000000000158;29;1;2019;500,00;000000000000000000000000000000;"LOCACAO DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS DE TRABALHO DA SECRETARIA DE EDUCACAO CONF CONTRATO No 002/2018.   PROCESSO 315/17 EDITAL 138/17 PROCESSO 315/17 PREGAO 125/17  VIGENCIA 11.01.19";S;2;"9                   ";2018;S;7086;"1  ";C
0201900000136;00000000000000000159;29;1;2019;500,00;000000000000000000000000000000;"LOCACAO DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS DE TRABALHO DO SETOR DE TESOURARIA CONF CONTRATO No 002/2018.   PROCESSO 315/17 EDITAL 138/17 PROCESSO 315/17 PREGAO 125/17  VIGENCIA 11.01.19";S;2;"9                   ";2018;S;7086;"1  ";C
0201900000178;00000000000000000160;29;1;2019;63.200,00;000000000000000000000000000000;"SERVICOS TECNICOS PARA MANUTENCAO DA ILUMINACAO PUBLICA CONF RD 3 EM ANEXO.  PROCESSO No 223/18 EDITAL No 116/18 PREGAO No 102/18 SRP No 23/18";N;0;"                    ";0;S;210;"0  ";X
0201900000160;00000000000000000374;31;1;2019;75.000,00;000000000000000000000000000000;"SERVICOS MEDICOS PARA ATENDIMENTO JUNTO A UNIDADE BASICA DE SAUDE 3o TURNO ATENDIMENTO  AMPLIADO DE ESF NOTURNO CONF CONTRATO No 107/18 E RD 09 EM ANEXO.   PROCESSO 136/18 EDITAL 72/18 PREGAO 63/18";S;107;"136                 ";2018;S;37;"0  ";C
0201900000211;00000000000000000375;31;1;2019;14.088,00;000000000000000000000000000000;"AUXILIO A ALEX RODRIGO FUHR, MEDICO DO PROGRAMA MAIS MEDICOS CONCEDIDO NOS TERMOS DA LEI MUNICIPAL N. 2747/17 E DECRETO 06/18 CONF RD 17 EM ANEXO.   OTAL MENSAL = R$ 2.917,95";N;0;"                    ";0;X;0;"   ";X
0201900000188;00000000000000000000;31;1;2019;3.151,00;000000000000000000000000000000;"ESTORNADO CONFORME MEM. No 14/2019, DEVIDO A IMPOSSIBILIDADE DE COMPARECER A AGENDA NA DATA APRAZADA.";N;0;"                    ";0;X;0;"   ";X
0201900000245;00000000000000000376;31;1;2019;1.000,00;000000000000000000000000000000;"MAO DE OBRA PARA CONSERTO DO VEICULO FIAT DUCATO PLACA ITR 1571 CONF RD 24 EM ANEXO NE 244 EM ANEXO.";N;0;"                    ";0;S;12;"1  ";X
0201900000244;00000000000000000377;31;1;2019;3.105,50;000000000000000000000000000000;"MATERIAL PARA CONSERTO DO VEICULO FIAT DUCATO PLACA ITR 1571 CONF RD 24 EM ANEXO.  NE 244 = R$ 621,11  NE 245 = R$ 200,00";N;0;"                    ";0;S;1666;"1  ";X
0201900000242;00000000000000000378;31;1;2019;1.500,00;000000000000000000000000000000;"TRANSPORTE DE PACIENTES PARA REALIZAR CONSULTAS E EXAMES CONF SD 22 EM ANEXO.";N;0;"                    ";0;S;96;"1  ";X
0201900000159;00000000000000000379;31;1;2019;3.678,00;000000000000000000000000000000;"CONSULTA E PROCEDIMENTOS DE FISIOTERAPIA PARA TRATAMENTO DE SAUDE DE PACIENTES ATENDIDOS NA REDE BASICA CONF RD 598 EM ANEXO.  CREDENCIAMENTO 007/18";S;7;"56                  ";2018;S;170;"T1 ";C
0201900000958;00000000000000000856;27;2;2019;18.161,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE LAR ED. INF. MERENDA ESTATUTARIOS   VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201900000959;00000000000000000857;27;2;2019;1.712,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE LAR ED. INF. MERENDA ESTATUTARIOS   ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201900000960;00000000000000000858;27;2;2019;6.091,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE GV FUNDAMENTAL MERENDA ESTATUTARIOS   VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201900000961;00000000000000000859;27;2;2019;426,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE GV FUNDAMENTAL MERENDA ESTATUTARIOS   ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201900000962;00000000000000000860;27;2;2019;124.016,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE LAR EDUC. INFANTIL APOIO ESTATUTARIOS   VENCIMENTO  VERBAS RECISORIAS";X;0;"                    ";0;X;0;"   ";X
0201900000169;00000000000000000861;27;2;2019;1.072,50;000000000000000000000000000000;"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO PARA MANUTENCAO DO PALACIO MUNICIPAL CONF RD 09 EM ANEXO.  PROCESSO 53/18 EDITAL 25/18 PREGAO 22/18 SRP 14/18";N;0;"                    ";0;S;7896;"1  ";X
0201900000963;00000000000000000862;27;2;2019;583,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE LAR EDUC. INFANTIL APOIO ESTATUTARIOS   13o SALARIO  VERBAS RECISORIAS";X;0;"                    ";0;X;0;"   ";X
0201900000964;00000000000000000863;27;2;2019;8.563,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE LAR EDUC. INFANTIL APOIO ESTATUTARIOS   FERIAS  FERIAS PROPORC. VERBAS RECISORIAS";X;0;"                    ";0;X;0;"   ";X
0201900000965;00000000000000000864;27;2;2019;4.685,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE LAR EDUC. INFANTIL APOIO ESTATUTARIOS   ANUENIOS   VERBAS RECISORIAS";X;0;"                    ";0;X;0;"   ";X
0201900000966;00000000000000000865;27;2;2019;64.256,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   VENCIMENTO  AUX. DOENCA PREFE.";X;0;"                    ";0;X;0;"   ";X
0201900000967;00000000000000000866;27;2;2019;12.567,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   ADIC. INSALUBRIDADE";X;0;"                    ";0;X;0;"   ";X
0201900000968;00000000000000000867;27;2;2019;3.302,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   HORAS PLANTAO MOTORISTAS";X;0;"                    ";0;X;0;"   ";X
0201900000969;00000000000000000868;27;2;2019;2.722,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   FERIAS";X;0;"                    ";0;X;0;"   ";X
0201900000970;00000000000000000869;27;2;2019;6.228,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   AMUENIOS";X;0;"                    ";0;X;0;"   ";X
0201900000971;00000000000000000870;27;2;2019;64,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   HORAS EXTRAS EDUCACAO";X;0;"                    ";0;X;0;"   ";X
0201900000972;00000000000000000871;27;2;2019;647,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   HORAS EXTRAS SAUDE";X;0;"                    ";0;X;0;"   ";X
0201900000973;00000000000000000872;27;2;2019;16.528,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   GRATIF. TRANSP. ESCOLAR";X;0;"                    ";0;X;0;"   ";X
0201900000974;00000000000000000873;27;2;2019;4.077,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE TRANSPORTE ESTATUTARIOS   GRATIF. RESP. FROTA TRANSP. ESCOLAR";X;0;"                    ";0;X;0;"   ";X
0201900000975;00000000000000000874;27;2;2019;47.864,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE GV FUND. APOIO ESTATUTARIOS   VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201900000324;00000000000000000163;28;1;2019;10.844,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE JANEIRO 2019.   EDUCACAO MDE ENS. FUND. APOIO CCS  SALARIO C/C";X;0;"                    ";0;X;0;"   ";X
0201900000325;00000000000000000164;28;1;2019;18.161,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE JANEIRO 2019.   EDUCACAO MDE LAR ED. INF. MERENDA ESTATUTARIOS  VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201900000326;00000000000000000165;28;1;2019;4.765,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE JANEIRO 2019.   EDUCACAO MDE LAR ED. INF. MERENDA ESTATUTARIOS  FERIAS";X;0;"                    ";0;X;0;"   ";X
0201900000327;00000000000000000166;28;1;2019;1.712,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE JANEIRO 2019.   EDUCACAO MDE LAR ED. INF. MERENDA ESTATUTARIOS  ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201900000328;00000000000000000167;28;1;2019;5.182,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE JANEIRO 2019.   EDUCACAO MDE GV FUND. MERENDA ESTATUTARIOS  VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201900000329;00000000000000000168;28;1;2019;2.172,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE JANEIRO 2019.   EDUCACAO MDE GV FUND. MERENDA ESTATUTARIOS  FERIAS";X;0;"                    ";0;X;0;"   ";X
0201900000976;00000000000000000875;27;2;2019;3.140,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO MDE GV FUND. APOIO ESTATUTARIOS   ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201900000306;00000000000000000876;27;2;2019;42,50;000000000000000000000000000000;"JOGOS DE UNO PARA DESENVOLVIMENTO DE ATIVIDADES COM OS GRUPOS ATENDIDOS NOS PROJETOS DO CRAS CONF RD 53 EM ANEXO.  PROCESSO 26/18 EDITAL 16/18 PREGAO 13/18 SRP 18/18";N;0;"                    ";0;S;3280;"2  ";X
0201900000949;00000000000000000000;27;2;2019;1.160,00;000000000000000000000000000000;"NAO CONSTA O VALAOR DO EMPENHO NO RELATORIO DOS ENCARGOS DO MES DE FEV./19";X;0;"                    ";0;X;0;"   ";X
0201900000978;00000000000000000878;27;2;2019;1.379,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO FUNDEB LAR ED. INFANTIL PROF.  ESTATUTARIOS   GRATIF. CURSO SUP. 300 HORAS";X;0;"                    ";0;X;0;"   ";X
0201900000979;00000000000000000879;27;2;2019;26.098,50;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO FUNDEB LAR ED. INFANTIL PROF.  ESTATUTARIOS   ANUENIOS";X;0;"                    ";0;X;0;"   ";X
0201900000869;00000000000000000880;27;2;2019;1.529,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE ALMOCO AOS SERVIDORES QUANDO DESLOCAM-SE PARA AS COMUNIDADES INTERIORANAS CONF RD 167 E CONTRATO No 015/2019 EM ANEXO NE 863.  PROCESSO No 09/19 EDITAL No 06/19 PREGAO No 06/19";S;15;"18                  ";2019;S;1355;"1  ";C
0201900000980;00000000000000000881;27;2;2019;6.487,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO FUNDEB LAR ED. INFANTIL PROF.  ESTATUTARIOS   DIRETOR DE ESCOLA III - FG03";X;0;"                    ";0;X;0;"   ";X
0201900000981;00000000000000000882;27;2;2019;428.166,00;000000000000000000000000000000;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019.   EDUCACAO FUNDEB GV. FUND. PROF.  ESTATUTARIOS   VENCIMENTO";X;0;"                    ";0;X;0;"   ";X
0201900001912;00000000000000000000;9;4;2019;209,00;000000000000000000000000000000;"TRANSPOSTO PARA NE 1968 - AJUSTE DE RUBRICA";N;0;"                    ";0;X;0;"   ";X
0201900001968;00000000000000002380;9;4;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A IJUI NO DIA  04.04.19 PARA LEVAR O ONIBUS No 69 DO TRANSPORTE ESCOLAR PARA INSPECAO CONF SD 298 EM ANEXO.  NE TRANPOSTA DA NE 1912 - AJUSTE DE RUBRICA.";X;0;"                    ";0;X;0;"   ";X
