orgao;uniorcam;funcao;subfuncao;programa;projativ;ndo;ndo_f;rv;contrapartida;nr_empenho;dia;mes;ano;valor;credor;cp;reg_preco;nr_licitacao;ano_licitacao;historico;forma_contrat;base_legal;desp_func;licit_compart;cnpj_gerenciador;ano_empenho
5;501;4;122;1;2016;319011330000000;"31 90 11 33 00 00 00";1;0;0201900001013;27;2;2019;1.400,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. SECRETARIA ESTATUTARIOS FG-2";NSA;0;F;X;00000000000000;2019
5;501;4;122;1;2016;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001014;27;2;2019;2.498,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. SECRETARIA ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
5;501;4;122;1;2016;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001015;27;2;2019;8.234,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. SECRETARIA ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011330000000;"31 90 11 33 00 00 00";1;0;0201900001016;27;2;2019;6.694,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. SECRETARIA ESTATUTARIOS GRATIF. SINDICANCIA";NSA;0;F;X;00000000000000;2019
5;501;4;122;1;2016;319011330000000;"31 90 11 33 00 00 00";1;0;0201900001017;27;2;2019;15.019,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. SECRETARIA ESTATUTARIOS COORDENADOR PEDAGOGICO - FG04";NSA;0;F;X;00000000000000;2019
5;503;13;392;3;2026;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001018;27;2;2019;17.204,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. BIBLIOTECA ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
5;503;13;392;3;2026;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001019;27;2;2019;1.032,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUC. BIBLIOTECA ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001020;27;2;2019;74.236,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS VENCIMENTO AUX. DOENCA PREFE.";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011100000000;"31 90 11 10 00 00 00";1;0;0201900001021;27;2;2019;15.629,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319016449903000;"31 90 16 44 99 03 00";1;0;0201900001022;27;2;2019;4.016,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS HORAS PLANTAO MOTORISTAS";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001023;27;2;2019;3.942,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011330000000;"31 90 11 33 00 00 00";1;0;0201900001024;27;2;2019;2.693,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS FG - 03";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001025;27;2;2019;4.649,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319016449902000;"31 90 16 44 99 02 00";1;0;0201900001026;27;2;2019;9.614,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS GRATIF. HORA MAQUINA";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319016440101000;"31 90 16 44 01 01 00";40;0;0201900001027;27;2;2019;238,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS ESTATUTARIOS HORAS EXTRAS SAUDE";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001028;27;2;2019;129.714,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS ESTATUTARIOS VENCIMENTO AUX. DOENCA PREFE";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011100000000;"31 90 11 10 00 00 00";1;0;0201900001029;27;2;2019;17.476,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011040000000;"31 90 11 04 00 00 00";1;0;0201900001030;27;2;2019;5.275,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS ESTATUTARIOS ADIC. NOTURNO";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001031;27;2;2019;9.576,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319016449902000;"31 90 16 44 99 02 00";1;0;0201900001032;27;2;2019;8.602,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS ESTATUTARIOS GRATIF. HORA MAQUINA";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001033;27;2;2019;35.951,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS ESTATUTARIOS FERIAS FERIAS INDENIZADAS VERBAS RESCISORIAS";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001034;27;2;2019;41.667,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001035;27;2;2019;1.405,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001036;27;2;2019;3.068,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001037;27;2;2019;34.408,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL CRAS ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001038;27;2;2019;1.313,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL CRAS ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001039;27;2;2019;73.601,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA SECRET. ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011100000000;"31 90 11 10 00 00 00";1;0;0201900001040;27;2;2019;8.354,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA SECRET. ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001041;27;2;2019;7.213,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA SECRET. ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011370000000;"31 90 11 37 00 00 00";1;0;0201900001042;27;2;2019;6.506,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA SECRET. ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319016449902000;"31 90 16 44 99 02 00";1;0;0201900001043;27;2;2019;5.629,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA SECRET. ESTATUTARIOS GRATIF. HORA MAQUINA";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011330000000;"31 90 11 33 00 00 00";1;0;0201900001044;27;2;2019;4.462,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA SECRET. ESTATUTARIOS GRATIF. SINDICANCIA";NSA;0;F;X;00000000000000;2019
2;204;8;243;11;2009;319011730100000;"31 90 11 73 01 00 00";1;0;0201900001045;27;2;2019;50.164,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. GABINETE CONSELHO TUTELAR VENCIMENTO";NSA;0;F;X;00000000000000;2019
2;204;8;243;11;2009;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001046;27;2;2019;2.899,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. GABINETE CONSELHO TUTELAR FERIAS";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001047;27;2;2019;107.745,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. GABINETE PREFEITO E VICE SUBSIDIOS";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001048;27;2;2019;9.432,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. GABINETE PREFEITO E VICE FERIAS";NSA;0;F;X;00000000000000;2019
2;203;4;122;1;2006;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001049;27;2;2019;4.164,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. GABINETE ASSES. CONSULTOR CCS FERIAS";NSA;0;F;X;00000000000000;2019
2;203;4;122;1;2006;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001050;27;2;2019;44.517,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. GABINETE ASSES. CONSULTOR CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
3;301;4;122;1;2010;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001051;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ADMINISTRACAO CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
3;301;4;122;1;2010;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001052;27;2;2019;1.807,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ADMINISTRACAO CCS FERIAS";NSA;0;F;X;00000000000000;2019
3;301;4;122;1;2010;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001053;27;2;2019;5.422,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ADMINISTRACAO CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
4;401;4;123;1;2015;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001054;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. FAZENDA CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
5;501;4;122;1;2016;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001055;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUCACAO SECRETARIA CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
5;501;4;122;1;2016;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001056;27;2;2019;9.193,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. EDUCACAO SECRETARIA CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001057;27;2;2019;17.472,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001058;27;2;2019;1.807,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS CCS FERIAS";NSA;0;F;X;00000000000000;2019
6;601;26;122;1;2032;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001059;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. OBRAS CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001060;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319094010300000;"31 90 94 01 03 00 00";1;0;0201900001061;27;2;2019;2.008,00;21;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS CCS 13o SALARIO VERBAS RESCISORIAS";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319094010300000;"31 90 94 01 03 00 00";1;0;0201900001061;12;3;2019;2.008,00;21;0;N;0;0;"EMPENHO DA FOLHA DE FEVEREIRO COM EQUIVOCO DE FORNECEDOR";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001062;27;2;2019;8.702,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS CCS FERIAS FERIAS PROPORC. VERBAS RESCISORIAS";NSA;0;F;X;00000000000000;2019
7;701;15;122;1;2038;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001063;27;2;2019;18.901,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SERV. URBANOS CCS SALARIO C/C VERBAS RESCISORIAS";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001064;27;2;2019;13.567,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011450000000;"31 90 11 45 00 00 00";1;0;0201900001065;27;2;2019;1.144,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSITENCIA SOCIAL CCS FERIAS";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001066;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. ASSISTENCIA SOCIAL CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011740000000;"31 90 11 74 00 00 00";1;0;0201900001067;27;2;2019;19.590,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011010199000;"31 90 11 01 01 99 00";1;0;0201900001068;27;2;2019;12.049,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. AGRICULTURA CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011010199000;"31 90 11 01 01 99 00";40;0;0201900001069;27;2;2019;37.629,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE SECRETARIA ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011100000000;"31 90 11 10 00 00 00";40;0;0201900001070;27;2;2019;4.971,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE SECRETARIA ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011370000000;"31 90 11 37 00 00 00";40;0;0201900001071;27;2;2019;3.383,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE SECRETARIA ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011330000000;"31 90 11 33 00 00 00";1;0;0201900001072;27;2;2019;4.462,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE SECRETARIA ESTATUTARIOS GRATIF. SINDICANCIA";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2056;319011010199000;"31 90 11 01 01 99 00";40;0;0201900001073;27;2;2019;15.173,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PIM ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2056;319011370000000;"31 90 11 37 00 00 00";40;0;0201900001074;27;2;2019;1.300,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PIM ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011010199000;"31 90 11 01 01 99 00";4502;0;0201900001075;27;2;2019;25.165,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE VIG. EPIDEMIOLOGICA ESTATUTARIOS PARTE VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011010199000;"31 90 11 01 01 99 00";40;0;0201900001076;27;2;2019;6.297,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE VIG. EPIDEMIOLOGICA ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011100000000;"31 90 11 10 00 00 00";40;0;0201900001077;27;2;2019;6.292,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE VIG. EPIDEMIOLOGICA ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011370000000;"31 90 11 37 00 00 00";40;0;0201900001078;27;2;2019;2.517,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE VIG. EPIDEMIOLOGICA ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011010199000;"31 90 11 01 01 99 00";40;0;0201900001079;27;2;2019;44.196,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE TRANSPORTE ESTATUTARIOS VENCIMENTO AUX. DOENCA PREFE";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011100000000;"31 90 11 10 00 00 00";40;0;0201900001080;27;2;2019;8.658,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE TRANSPORTE ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319016449903000;"31 90 16 44 99 03 00";40;0;0201900001081;27;2;2019;12.138,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE TRANSPORTE ESTATUTARIOS HORAS PLANTAO MOTORISTAS";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011450000000;"31 90 11 45 00 00 00";40;0;0201900001082;27;2;2019;4.329,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE TRANSPORTE ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011370000000;"31 90 11 37 00 00 00";40;0;0201900001083;27;2;2019;5.578,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE TRANSPORTE ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319016449901000;"31 90 16 44 99 01 00";40;0;0201900001084;27;2;2019;6.241,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE TRANSPORTE ESTATUTARIOS HORAS EXTRAS SAUDE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011010101000;"31 90 11 01 01 01 00";40;0;0201900001085;27;2;2019;42.129,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 01 ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011400000000;"31 90 11 40 00 00 00";40;0;0201900001086;27;2;2019;4.000,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 01 ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011100000000;"31 90 11 10 00 00 00";40;0;0201900001087;27;2;2019;8.425,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 01 ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011370000000;"31 90 11 37 00 00 00";40;0;0201900001088;27;2;2019;5.048,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 01 ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011010101000;"31 90 11 01 01 01 00";4500;0;0201900001089;27;2;2019;56.634,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 01 ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900001090;27;2;2019;6.000,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 01 ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011100000000;"31 90 11 10 00 00 00";4500;0;0201900001091;27;2;2019;11.326,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 01 ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011370000000;"31 90 11 37 00 00 00";4500;0;0201900001092;27;2;2019;6.607,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 01 ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011010101000;"31 90 11 01 01 01 00";40;0;0201900001093;27;2;2019;7.856,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 02 ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011100000000;"31 90 11 10 00 00 00";40;0;0201900001094;27;2;2019;1.571,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 02 ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011040000000;"31 90 11 04 00 00 00";40;0;0201900001095;27;2;2019;1.571,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 02 ESTATUTARIOS ADIC. NOTURNO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011450000000;"31 90 11 45 00 00 00";40;0;0201900001096;27;2;2019;4.020,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 02 ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011370000000;"31 90 11 37 00 00 00";40;0;0201900001097;27;2;2019;1.885,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF BUCAL 02 ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011010101000;"31 90 11 01 01 01 00";4500;0;0201900001098;27;2;2019;117.932,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 02 ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900001099;27;2;2019;12.500,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 02 ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011100000000;"31 90 11 10 00 00 00";4500;0;0201900001100;27;2;2019;23.586,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 02 ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011450000000;"31 90 11 45 00 00 00";4500;0;0201900001101;27;2;2019;5.444,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 02 ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011370000000;"31 90 11 37 00 00 00";4500;0;0201900001102;27;2;2019;13.124,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PSF 02 ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011010199000;"31 90 11 01 01 99 00";40;0;0201900001103;27;2;2019;136.256,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS VENCIMENTO AUX. DOENCA PREFE SAL. MATERNIDADE PREFE";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011400000000;"31 90 11 40 00 00 00";40;0;0201900001104;27;2;2019;16,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE FEVEREIRO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
